GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj
gene-J2S48_RS21150	756.434303654353	3.15306051245531	0.456258715313879	6.91068555323089	4.82317102089020e-12	8.20173208066912e-11
gene-J2S48_RS04385	1660.48631656049	2.21522205941251	0.320755456022635	6.90626462564734	4.97581424341505e-12	8.42042381385648e-11
gene-J2S48_RS24120	342.030171612101	3.23705599779775	0.473670994514108	6.83397555537112	8.25931046306462e-12	1.39097906500555e-10
gene-J2S48_RS13620	271.358549184954	-2.69010706031065	0.394377425783011	-6.8211486876299	9.03154028624699e-12	1.51375529295326e-10
gene-J2S48_RS10145	1477.46009094975	-2.12657320633674	0.311793702308964	-6.82044951706391	9.07560767130573e-12	1.51389779393257e-10
gene-J2S48_RS14525	872.268450294063	-2.06146040446906	0.302806347612139	-6.80785069641132	9.90675959251428e-12	1.64470989822642e-10
gene-J2S48_RS10190	216.925731897846	3.04607272373052	0.447685852043839	6.80404062318288	1.01724833923659e-11	1.68085893035179e-10
MSTRG.2247.1	12949.6564701905	-4.51460033054687	0.663609021312192	-6.80310270891117	1.02389593928027e-11	1.68390022314496e-10
gene-J2S48_RS21625	748.926426914667	3.15360435494249	0.464053273113183	6.7957808675413	1.07727418281613e-11	1.76340722542285e-10
MSTRG.61.1	356.631515088321	-2.90316534634487	0.427454915166188	-6.79174631836006	1.10784231351406e-11	1.80501005778593e-10
rna-J2S48_RS06070	67.5512049422515	-5.08287005128069	0.749581682845337	-6.78094218095967	1.19394656665148e-11	1.93629389952784e-10
MSTRG.2926.1	1955.31074240618	-2.0987624588882	0.309984343301112	-6.77054342983222	1.28299562564428e-11	2.07112150996862e-10
gene-J2S48_RS13200	4912.37397074183	-2.23598305650239	0.330530047069528	-6.76484052305249	1.3345611875e-11	2.14448066046446e-10
gene-J2S48_RS21575	700.04386596905	3.14449288898157	0.466053911504549	6.74705825090124	1.50872716411871e-11	2.41327454607664e-10
gene-J2S48_RS09835	601.289136730246	-3.62400548037978	0.538401621077095	-6.73104489011346	1.68448982315212e-11	2.68216720477358e-10
gene-J2S48_RS13445	598.965606943891	2.33234791671468	0.347171160123552	6.71814996350685	1.84046232025333e-11	2.91725769585856e-10
gene-J2S48_RS19820	506.018839060677	-2.63255601299608	0.392137190858356	-6.71335459723579	1.9020014157059e-11	3.0012211528008e-10
gene-J2S48_RS04230	300.098538328181	2.79670982455979	0.416738386448131	6.71094844033015	1.93363429682942e-11	3.03745333712711e-10
gene-J2S48_RS09385	339.998299833156	-2.41893590239735	0.36107674914844	-6.69922920293855	2.09521744633593e-11	3.27658335469409e-10
gene-J2S48_RS09640	2421.56990305734	1.97966495178184	0.29583476840805	6.69179272752434	2.20452976791825e-11	3.43220790089673e-10
gene-J2S48_RS10005	975.727678295711	1.81871839128157	0.272628898900897	6.67104037251269	2.53996329827853e-11	3.93694311233172e-10
gene-J2S48_RS15080	532.567708089083	-3.26354991308852	0.489292194340507	-6.66994068337285	2.55906834373092e-11	3.94908211810106e-10
MSTRG.2316.1	1215.56382766136	-3.09502221538947	0.465549263475509	-6.64810892897544	2.96882567460538e-11	4.56131418339589e-10
gene-J2S48_RS24700	584.467744346702	-2.8607950214309	0.430543321246667	-6.64461595443467	3.04008697741557e-11	4.65040379121692e-10
gene-J2S48_RS21120	314.72433124216	3.07228250601555	0.463027704065646	6.63520234111084	3.2405768798678e-11	4.9355394826856e-10
gene-J2S48_RS07780	1233.45015998477	1.9192918872777	0.290173181857784	6.61429796850889	3.73319115795574e-11	5.66119853953202e-10
gene-J2S48_RS01880	820.530568326956	-2.1103943919167	0.319298648902777	-6.6094685936466	3.85702032759671e-11	5.79877347964433e-10
gene-J2S48_RS21165	255.181950388974	3.06199191936702	0.463256938045288	6.60970547421717	3.85085386590307e-11	5.79877347964433e-10
gene-J2S48_RS20785	279.982447032134	2.31017000810265	0.349571652054525	6.60857364870741	3.88040481617861e-11	5.80899917567251e-10
gene-J2S48_RS13410	1207.85037438756	-2.1741889543639	0.329143607761256	-6.60559373810152	3.95927287289449e-11	5.90184377606357e-10
gene-J2S48_RS01850	337.242119620173	-2.15715629721724	0.326706518634543	-6.60273417938826	4.03642936385251e-11	5.99136104304039e-10
gene-J2S48_RS01385	972.27899979147	2.63562732752585	0.400251642788125	6.58492569616018	4.55112937413561e-11	6.71728254054801e-10
gene-J2S48_RS21685	80.8356726891571	-3.577042942363	0.543251090431173	-6.58451129757317	4.5638402644888e-11	6.71728254054801e-10
gene-J2S48_RS07760	211.985668622156	-2.65214651853343	0.403464819201209	-6.57342695649208	4.91702001258827e-11	7.206828913848e-10
gene-J2S48_RS12795	875.249197396504	-2.67568766306132	0.408432358896263	-6.5511157595153	5.71087667092862e-11	8.33550040760957e-10
gene-J2S48_RS09900	292.488928987786	-2.59808474725451	0.397065750862176	-6.54321039176284	6.02120271643787e-11	8.75198054592609e-10
gene-J2S48_RS09280	379.68562431333	-2.30936885952518	0.354661748402897	-6.51146865971495	7.44195568556683e-11	1.0772384614273e-09
gene-J2S48_RS20900	439.204283290373	3.17145033560818	0.487388393342689	6.50702884789111	7.66516969008854e-11	1.10498310388396e-09
gene-J2S48_RS05130	2924.79728818181	-3.51115564584859	0.539710578651264	-6.50562687621014	7.73700502756602e-11	1.1107675660477e-09
MSTRG.2755.1	490.676377154276	-2.51896461811364	0.388198542414908	-6.48885645588375	8.64903202868686e-11	1.23663506924449e-09
gene-J2S48_RS04960	293.787930578628	3.59772715498073	0.554537043263944	6.48780311195246	8.7096993189906e-11	1.24024702091155e-09
gene-J2S48_RS08500	480.974714713211	-2.4813391654693	0.382514760462611	-6.48691089062388	8.76141207854811e-11	1.24255977777951e-09
MSTRG.63.1	3953.49597456372	-2.00427469236806	0.309066297357756	-6.48493449302895	8.87703457729481e-11	1.25388113404289e-09
gene-J2S48_RS25390	124.623107625085	3.9246132207889	0.605951733515693	6.4767753002678	9.37035728595983e-11	1.31824745271957e-09
gene-J2S48_RS15050	1004.05728901787	-2.01107729260232	0.311423591172875	-6.45769090590809	1.06312598625042e-10	1.48965213193409e-09
gene-J2S48_RS19830	1810.91740343655	-1.78435758639471	0.276785742353992	-6.4467106261298	1.14303728351236e-10	1.59524287017681e-09
gene-J2S48_RS13815	245.428742839693	2.75948834507625	0.428961221405544	6.43295525883306	1.2514649794712e-10	1.73963564408239e-09
gene-J2S48_RS17080	197.369455974132	3.03620521493091	0.472975599574045	6.41936966233622	1.36839756863185e-10	1.8946627205207e-09
gene-J2S48_RS21145	236.884202787081	2.78182335047891	0.433590478111862	6.41578514960199	1.40098914159938e-10	1.93215156024513e-09
gene-J2S48_RS07060	663.747001959859	-3.3446216713641	0.521948575823643	-6.40795248092445	1.47486857895376e-10	2.02606456159805e-09
gene-J2S48_RS04390	2635.64727166382	-1.94989100746051	0.304434020784671	-6.40497077966093	1.50398182123462e-10	2.05798762491596e-09
MSTRG.1961.1	950.118462379545	-3.41183528343042	0.532830232637855	-6.40323141301428	1.52122351050446e-10	2.07078491572949e-09
gene-J2S48_RS20790	190.814600546324	2.49654419712444	0.389912172182488	6.40283729320459	1.52515703185329e-10	2.07078491572949e-09
gene-J2S48_RS13175	1008.77183223389	-1.85811318055951	0.29055793336105	-6.39498346875491	1.6056472620285e-10	2.17165342041925e-09
MSTRG.60.1	60.9686907761461	-4.36605937243026	0.683248498832944	-6.39014850363802	1.65724729838498e-10	2.23282203317023e-09
MSTRG.1324.1	8576.0807976072	3.75007072421939	0.588918823620712	6.36772093845415	1.91857572792876e-10	2.575007959745e-09
gene-J2S48_RS00245	205.496589753197	2.96456466809725	0.465698487761875	6.36584559753415	1.9421673404419e-10	2.59672221128549e-09
gene-J2S48_RS06730	986.80696546167	-1.83284509755617	0.288174464155941	-6.36019261083575	2.0150091516365e-10	2.68386960387174e-09
gene-J2S48_RS02200	541.826703740534	2.25236722285226	0.35462980908548	6.3513195031762	2.13475797062936e-10	2.832597413301e-09
MSTRG.1102.1	329.414494668357	-2.3242802640667	0.366340542852007	-6.34458923375471	2.23019690251338e-10	2.94806783000164e-09
gene-J2S48_RS13625	581.384946555071	-2.23811958587427	0.353793090023607	-6.32606924495029	2.5148499758523e-10	3.29944549266314e-09
MSTRG.2704.1	14601.707637433	-1.71164316350676	0.270568219005747	-6.32610574071306	2.51425556885742e-10	3.29944549266314e-09
MSTRG.167.1	784.911752694707	-1.96723381102183	0.312058572642775	-6.30405309606346	2.89961087376847e-10	3.7900510786608e-09
MSTRG.2920.1	732.124097237754	2.20442423235514	0.349971279239368	6.29887183070069	2.99819769472107e-10	3.90434443293974e-09
gene-J2S48_RS19985	693.068671658395	2.3989873752484	0.381129594406267	6.29441379115573	3.08563703876465e-10	4.00332835066391e-09
gene-J2S48_RS12885	1660.68872231814	2.15731586906935	0.342935369019807	6.29073599271922	3.15964304585015e-10	4.08421756074283e-09
gene-J2S48_RS11490	1162.44697487229	2.1000985432925	0.33499864513977	6.26897622948978	3.63429599260918e-10	4.68049222871689e-09
gene-J2S48_RS09845	294.301157751169	-2.44674189753356	0.390517861843018	-6.26537768589216	3.71922841658167e-10	4.77232862391414e-09
gene-J2S48_RS13605	7604.76422972673	-1.63180312599723	0.263196122769883	-6.19995123341517	5.64806587290318e-10	7.22086669809483e-09
MSTRG.1417.1	86.7112264483584	-3.25817596216652	0.52597306285192	-6.19456811057986	5.84450639105e-10	7.44483850467206e-09
gene-J2S48_RS15235	181.343176088824	4.16728674946046	0.67413931300888	6.18164030645335	6.34389409609748e-10	8.05168877486575e-09
gene-J2S48_RS00835	390.976866540402	3.60590211253864	0.584603608816331	6.16811469884636	6.91090086433845e-10	8.73966993782585e-09
MSTRG.3219.1	153.89004090029	-3.87754163924706	0.629354668874415	-6.16113906993324	7.22235272205175e-10	9.10068402350622e-09
gene-J2S48_RS23465	485.897371402364	-3.36889393339912	0.547358616093303	-6.15482032135374	7.51626613524144e-10	9.43708970313648e-09
gene-J2S48_RS19700	268.077728490694	2.12247942005497	0.345413716236373	6.1447456203578	8.00917654036024e-10	1.00200519360293e-08
gene-J2S48_RS08475	814.424208097551	1.94210689322696	0.316614107069943	6.13398724144005	8.57033948609857e-10	1.06839499002859e-08
gene-J2S48_RS02680	294.100437411886	2.63321258944201	0.429830665757717	6.12616269432547	9.00237560212643e-10	1.11827382036343e-08
gene-J2S48_RS11770	356.095871373995	1.94014645945298	0.316919603776807	6.12188844215312	9.24727608625499e-10	1.14463632968732e-08
MSTRG.2478.1	4436.32862956015	-3.58201899192505	0.585813274297227	-6.11460878250367	9.6794124047348e-10	1.19390780471077e-08
gene-J2S48_RS00960	70.6056138181213	3.40834295653297	0.558939401844865	6.0978756288843	1.07487321068098e-09	1.32115117790017e-08
gene-J2S48_RS12510	1001.14913819114	-2.15044794638537	0.352810973513093	-6.09518441269677	1.09311362058874e-09	1.33887308144139e-08
MSTRG.1905.1	7589.48172755549	-3.36176659617076	0.552173845326426	-6.08823946411913	1.14159037789037e-09	1.39337668771776e-08
MSTRG.3498.1	3364.30019525772	-2.24970638420953	0.369805624376973	-6.08348341916029	1.17599084482474e-09	1.43038053104899e-08
MSTRG.2700.1	2749.08163956428	-1.55451649116193	0.255651213794163	-6.08061455328567	1.19722781793971e-09	1.45117268036083e-08
gene-J2S48_RS10000	2804.83401829223	3.77042321734187	0.621611370945695	6.06556345905594	1.31491837793605e-09	1.58833071652068e-08
gene-J2S48_RS19245	5364.10484679943	-1.65360677433526	0.273177489620396	-6.05323219212935	1.41968003362602e-09	1.70898252845084e-08
MSTRG.5.1	292.644530187654	2.49465765937088	0.412649077794975	6.04547009459295	1.4897498282228e-09	1.78718960557002e-08
gene-J2S48_RS01400	160.474415513747	2.89725776642621	0.481144756530707	6.02159272672299	1.72709031403373e-09	2.06484551879186e-08
gene-J2S48_RS18675	667.961352002361	2.09580075609601	0.34953822099585	5.99591297948755	2.02345361276675e-09	2.4109380971163e-08
gene-J2S48_RS02915	475.997271038292	-1.81059604823481	0.302872459874776	-5.97808083634745	2.25781697316251e-09	2.68106198541975e-08
gene-J2S48_RS00845	443.419269227295	3.00352958614319	0.502472750892466	5.97749744798793	2.26591476399852e-09	2.68158764131312e-08
gene-J2S48_RS13380	5727.04672546802	2.41694626809165	0.405926487008413	5.95414772242137	2.6143059053939e-09	3.08347258807907e-08
gene-J2S48_RS20015	2453.44016103006	-2.0458987740756	0.344883309716333	-5.93214782054359	2.9899724055163e-09	3.51472259614886e-08
gene-J2S48_RS06115	467.12560017537	-2.57855913340579	0.43505812859481	-5.92693013628835	3.0865020983116e-09	3.61605914728614e-08
MSTRG.2153.1	175.154454640886	2.78304736885077	0.469658407231244	5.92568412701806	3.10999890303293e-09	3.63144205244145e-08
MSTRG.173.1	1521.42677090812	-1.70473419356898	0.287719937437278	-5.924977631905	3.12339901662771e-09	3.63497234393584e-08
gene-J2S48_RS09320	2237.53285878048	-2.44654645850747	0.413068695896125	-5.92285613219818	3.16397630508617e-09	3.67000297904531e-08
gene-J2S48_RS21500	2507.39003388655	2.71350617027003	0.458325020563431	5.92048447831682	3.20994591012676e-09	3.71103647629506e-08
gene-J2S48_RS15030	337.097169975937	-2.16531899445486	0.366031706079195	-5.91565965049587	3.30548104221141e-09	3.80891450357453e-08
gene-J2S48_RS14005	418.035055456648	2.56205809723492	0.437222814087894	5.85984540303487	4.63298280782211e-09	5.32109468059045e-08
gene-J2S48_RS01300	365.194978575574	-1.79786035429629	0.307555314730559	-5.84564879287275	5.04597663467915e-09	5.77648893832714e-08
MSTRG.1295.1	7834.03277638821	-1.5883330993064	0.271740395874532	-5.84503858616504	5.06450858080515e-09	5.77773763576545e-08
gene-J2S48_RS15695	1287.41705520465	1.83385840131978	0.313795559401046	5.8441183961307	5.09257999340787e-09	5.77773763576545e-08
gene-J2S48_RS23370	529.667327482319	1.80600882274392	0.309037014520943	5.84398870647752	5.09654847117192e-09	5.77773763576545e-08
gene-J2S48_RS20355	398.2774727169	-2.11244636480391	0.361594477131284	-5.8420316083449	5.15680185627639e-09	5.82718609759232e-08
rna-J2S48_RS21355	104.87911800358	-4.45396152705419	0.763246952409157	-5.83554446302792	5.36151961022444e-09	6.03903639698271e-08
MSTRG.1953.1	6186.31748000418	-1.84042444107209	0.315738340224195	-5.82895456967711	5.5775683818897e-09	6.26225065441014e-08
gene-J2S48_RS13040	556.273240447046	2.02170197570254	0.347622342583559	5.81579987257746	6.03446279697609e-09	6.75358567981062e-08
gene-J2S48_RS11860	1167.49636818669	-1.95001099223854	0.335829234649844	-5.80655521033403	6.37712505617834e-09	7.1143532075773e-08
gene-J2S48_RS18865	3378.83995315652	-2.38484182699124	0.412381030999007	-5.78310263499239	7.33352884741361e-09	8.15534969920313e-08
MSTRG.860.1	205.36399628278	-2.24863006732441	0.38937964416779	-5.77490400693735	7.69969688798642e-09	8.53545512614444e-08
gene-J2S48_RS22875	78.2479409816035	-3.13621710001211	0.544705237413652	-5.75764080202968	8.52976149545595e-09	9.42579006895337e-08
gene-J2S48_RS08895	121.581716586995	3.25533406462533	0.566069575072614	5.75076670426554	8.88396360820601e-09	9.78632846526593e-08
gene-J2S48_RS12425	352.307496784181	-2.15749125859088	0.375218242550018	-5.74996365829222	8.92626340035002e-09	9.80210053022763e-08
gene-J2S48_RS11140	263.903343851733	-2.18303627038664	0.380025696567896	-5.74444383656728	9.22235985256991e-09	1.00956020511101e-07
MSTRG.3441.1	114.418583596153	-3.23483905397634	0.563285628846923	-5.74280416242509	9.31214030496882e-09	1.01621269433974e-07
gene-J2S48_RS06495	9456.16205943285	5.25026971430999	0.915226340950704	5.73658064611231	9.66070597862123e-09	1.05097680258106e-07
gene-J2S48_RS13405	3499.06883597461	-1.92620492100916	0.335848966368353	-5.73533080014465	9.73222066622932e-09	1.05547891621676e-07
gene-J2S48_RS17495	126.224614648531	-2.52427430079833	0.440448621384912	-5.73114360730929	9.97557630089841e-09	1.07853221549528e-07
gene-J2S48_RS22680	439.823407581801	1.91940488776453	0.335321225269618	5.72407811709865	1.03996893077804e-08	1.12092651215861e-07
MSTRG.3527.1	23.9481497110402	-5.87853690995296	1.0272969445878	-5.72233465788383	1.05070081270348e-08	1.12901992236205e-07
gene-J2S48_RS17775	1689.95799900201	2.14154474640524	0.374708857264504	5.71522317897476	1.09560137264823e-08	1.17366715852806e-07
MSTRG.1630.1	163.272148865947	3.16922510430715	0.554870719817195	5.71164595845185	1.11888673845323e-08	1.19495739170783e-07
gene-J2S48_RS20140	429.97978839326	-2.02120749059526	0.354789265048611	-5.69692403268833	1.21988249115409e-08	1.29885968587015e-07
gene-J2S48_RS03890	1427.63037938789	1.74744025445926	0.30713924763552	5.68940722461147	1.27481127433418e-08	1.35052277766789e-07
MSTRG.3128.1	706.549269310664	1.58731702701874	0.279003710339663	5.68923268112214	1.27611487127625e-08	1.35052277766789e-07
gene-J2S48_RS22820	864.070246264744	-1.81148818979145	0.318842751012014	-5.68144699555422	1.33559907704534e-08	1.40921794183428e-07
gene-J2S48_RS26610	97.7228120067624	-3.65349733998381	0.643977178776141	-5.67333355962578	1.40045163263085e-08	1.47320782856032e-07
gene-J2S48_RS14925	1503.52140585311	1.54558037079584	0.272911138856529	5.6633099596875	1.48480597001136e-08	1.5572680577694e-07
gene-J2S48_RS00590	1366.29355973241	-1.59614159693002	0.28212992862691	-5.65746996321247	1.53620690877235e-08	1.60636800042673e-07
gene-J2S48_RS14760	327.046479891281	-2.7170772442088	0.480912389853553	-5.64983831054175	1.60598823248105e-08	1.67433832689914e-07
gene-J2S48_RS12975	17017.7181731721	1.76327939104375	0.312351363018971	5.64517911495926	1.65009365860998e-08	1.71521604929102e-07
gene-J2S48_RS25960	239.127392771579	2.25983140262233	0.401349320900682	5.63058484202979	1.79599565990532e-08	1.86135289841667e-07
gene-J2S48_RS05645	1598.70188565555	-2.17366566436059	0.38676463419252	-5.62012519293221	1.90819133602674e-08	1.97179771389429e-07
rna-J2S48_RS13925	63.9932494619059	-4.22026948089493	0.751065416701548	-5.61904381036352	1.92017166765755e-08	1.97834157406012e-07
gene-J2S48_RS17265	2411.53580103328	2.29293551432915	0.408111962899587	5.61839819160927	1.92735907824222e-08	1.97992341673973e-07
gene-J2S48_RS11475	104.620473371577	-3.04155505215816	0.541431442081732	-5.61761806899094	1.936078721459e-08	1.98306542727219e-07
gene-J2S48_RS13615	12786.4432908626	-2.31313078333029	0.412056709333601	-5.61362242364942	1.98134305719131e-08	2.02351158289829e-07
MSTRG.2479.1	3215.0809041941	-3.11658786204293	0.555256921626068	-5.61287530269052	1.98992002561264e-08	2.02636332840729e-07
MSTRG.3176.1	8561.94585269573	-1.48677695402978	0.265143475378883	-5.60744310945316	2.05337475091947e-08	2.08491934854229e-07
gene-J2S48_RS18770	283.286145729507	-2.18153603918942	0.389345155417262	-5.60309023712254	2.10563531742093e-08	2.13180361760854e-07
gene-J2S48_RS14415	1325.50683943241	-1.63666595585175	0.292572645911487	-5.59404981539831	2.21833260762598e-08	2.23942914251118e-07
gene-J2S48_RS25090	1534.97163822277	1.72224197837473	0.308548101977284	5.58176170048689	2.38094455825843e-08	2.396680686086e-07
gene-J2S48_RS21495	547.749443320223	2.77127515081381	0.497542859799353	5.56992246242142	2.54852725397308e-08	2.55802033543487e-07
MSTRG.142.1	106.241425191141	-2.60689393108756	0.468455539946576	-5.56486946740956	2.62348717067628e-08	2.62573587396543e-07
gene-J2S48_RS02765	219.189167529247	3.13685067280623	0.563738593221963	5.56437098776231	2.63099688964795e-08	2.62574988730393e-07
gene-J2S48_RS02470	1687.11760953113	2.21220022669245	0.39819853430338	5.55552076695242	2.76785303530946e-08	2.75173287779087e-07
MSTRG.2715.1	873.495049838625	-1.93868099489401	0.348984920336509	-5.55519990097175	2.77294235187033e-08	2.75173287779087e-07
gene-J2S48_RS19755	166.718726463815	-3.00278465103589	0.541890849394294	-5.54130901895151	3.00218882084508e-08	2.97081001113568e-07
MSTRG.2634.1	135.831848091639	-3.10753548699092	0.561522509817336	-5.53412451444165	3.12786721986976e-08	3.0864560200574e-07
gene-J2S48_RS13670	4155.02832896327	-2.63941166155805	0.478192812093341	-5.51955528148518	3.39858666638268e-08	3.34417109335352e-07
gene-J2S48_RS07390	185.853239334211	-2.33968513594547	0.424087022496497	-5.51699300339896	3.44849157826543e-08	3.38377198842123e-07
gene-J2S48_RS18645	1110.43366666087	1.769835397002	0.32106071057918	5.51246334006204	3.53845910130646e-08	3.45270814258399e-07
gene-J2S48_RS20530	269.435455119393	2.49753437448762	0.453057850996976	5.51261691854951	3.5353718024319e-08	3.45270814258399e-07
MSTRG.48.1	244.07049132897	3.42596758871956	0.621745969636084	5.51023690708413	3.58351059363208e-08	3.48695489152588e-07
gene-J2S48_RS23945	2738.3653659761	1.39652003154552	0.253882652413115	5.50065165253244	3.7839013349762e-08	3.67174691867635e-07
gene-J2S48_RS02800	115.48438558332	2.57345666631422	0.467895813683126	5.50006345655626	3.79654590790087e-08	3.67383986612617e-07
gene-J2S48_RS19925	1459.00451470052	-1.80386445507495	0.328189371348933	-5.49641338980803	3.87593319103726e-08	3.74032891686048e-07
gene-J2S48_RS00925	1990.74836476902	1.55356879294006	0.282702924069795	5.49541112123945	3.89801227763644e-08	3.75130137597814e-07
gene-J2S48_RS18325	123.566602766325	2.67500453052763	0.487242357368094	5.49009028069118	4.01728348561728e-08	3.85549152058009e-07
gene-J2S48_RS12720	766.593576134955	-1.79454601447289	0.327102967580919	-5.48618078198557	4.10716580821867e-08	3.9309841055164e-07
gene-J2S48_RS10255	1519.38615429483	1.81579619075807	0.331103393198939	5.48407605616737	4.15635938585749e-08	3.96722804595608e-07
gene-J2S48_RS18505	4519.14867923543	2.55702205009905	0.466564967064221	5.48052732331933	4.24060018248882e-08	4.03663653240715e-07
gene-J2S48_RS22815	102.320743940276	2.7751435199538	0.506520099696381	5.47884184974551	4.28118799431618e-08	4.06422806072888e-07
gene-J2S48_RS25690	893.857485159191	-1.7508562558555	0.320285100194938	-5.46655543698368	4.58864961059115e-08	4.34433502321643e-07
MSTRG.1489.1	20.2019242163526	5.71090171175668	1.05035227406823	5.43712985895408	5.4145676508788e-08	5.11246104609931e-07
gene-J2S48_RS12545	1824.16880787738	2.16049537834565	0.397403712753425	5.43652539976686	5.43295975344727e-08	5.11603710116284e-07
gene-J2S48_RS02480	402.858034987336	-3.06976101379901	0.568136650025854	-5.40320891753651	6.54591431848099e-08	6.14754366156539e-07
gene-J2S48_RS01560	253.675853434581	-2.25169224293199	0.417158979933004	-5.39768373988643	6.75067263549895e-08	6.32288936955958e-07
gene-J2S48_RS14650	108.132947425126	2.56597664905109	0.47547565992658	5.3966519536401	6.78959121567005e-08	6.33364374096071e-07
rna-J2S48_RS15810	128.141686140604	-3.24135727251206	0.600649395196695	-5.39642143725228	6.79831586240715e-08	6.33364374096071e-07
gene-J2S48_RS17175	2221.9586245892	2.02544407268978	0.376621902849418	5.37792427197097	7.53494947842589e-08	7.00130716788485e-07
MSTRG.1917.1	177.336621135109	-1.94192343759226	0.361414548269485	-5.37311916991311	7.73861471005004e-08	7.17152574849346e-07
gene-J2S48_RS09625	1739.65245099155	-2.13445521789995	0.398016675660919	-5.36272811774939	8.19743447637025e-08	7.5766788840963e-07
MSTRG.6.1	286.541828007267	2.44049971614738	0.455708724002461	5.35539389001077	8.53702352897266e-08	7.86978774262927e-07
MSTRG.411.1	94.5692767290627	-2.77065873001272	0.518014873208354	-5.34860845375441	8.8633057579259e-08	8.14912337795654e-07
gene-J2S48_RS07370	147.007514067089	-2.74590708149079	0.514006861766593	-5.34216035959786	9.18453484605944e-08	8.42236271354613e-07
gene-J2S48_RS09730	188.051421306916	-2.501683799015	0.46852329776469	-5.33950779171593	9.31992644762384e-08	8.52420426789198e-07
gene-J2S48_RS18640	580.22664943222	1.76522452184371	0.331253338342497	5.32892598358832	9.87952456943168e-08	9.01249337674979e-07
gene-J2S48_RS12420	347.704762147818	2.11091906011994	0.396460053464495	5.32441803827024	1.01276753826779e-07	9.21486931571964e-07
gene-J2S48_RS24075	2361.3714380804	-2.47673455612232	0.465707407325031	-5.31822023263146	1.04787187400868e-07	9.50957299132748e-07
gene-J2S48_RS25710	616.280097373988	2.75012139201033	0.517723051077825	5.31195469524676	1.08455569660852e-07	9.79174898252486e-07
gene-J2S48_RS00385	493.740057451187	2.28513113549234	0.430183543477575	5.31199105623496	1.08433926538324e-07	9.79174898252486e-07
gene-J2S48_RS12750	2339.98446621943	-1.49971998786295	0.282505086842788	-5.30864772958065	1.10441550996466e-07	9.94541781852491e-07
gene-J2S48_RS11150	887.813325961389	-1.49255766839033	0.281573411688297	-5.30077630356164	1.15311306460919e-07	1.03573206803231e-06
gene-J2S48_RS06265	18.9171448838927	-5.54590295107418	1.0466692587407	-5.2986202706925	1.16681008714041e-07	1.04535440799306e-06
MSTRG.101.1	314.205842959364	-1.78632421162045	0.337244484385856	-5.29682261482634	1.17835061751566e-07	1.05300056458096e-06
gene-J2S48_RS00785	1106.98417127891	1.54789405210288	0.292268773411759	5.29613216640886	1.18281242722848e-07	1.05429820167465e-06
MSTRG.2271.1	7414.88493212149	1.63470258932533	0.308710158973157	5.2952665852097	1.18842907560645e-07	1.05661600300746e-06
gene-J2S48_RS13240	518.139596930809	-2.78346308958905	0.526034949738663	-5.29140333921138	1.21381338776804e-07	1.0764527335067e-06
gene-J2S48_RS04790	1143.9820892963	-1.46811711494784	0.277533721964987	-5.28986929787599	1.224037984544e-07	1.0827790555196e-06
gene-J2S48_RS25265	556.608949932571	2.59740032901581	0.492742709959964	5.27131153138086	1.35452332186573e-07	1.19518770692586e-06
gene-J2S48_RS05150	407.385547758224	1.92102501379594	0.365075949464448	5.26198731144577	1.42506603589251e-07	1.25427294566117e-06
gene-J2S48_RS09365	654.22491541442	-1.47211857698425	0.280303966942622	-5.25186494162458	1.50566853592119e-07	1.32189395522103e-06
gene-J2S48_RS08325	3009.07824955235	-1.89859735475313	0.362337253524092	-5.23986241074405	1.60696364752067e-07	1.40729841431622e-06
gene-J2S48_RS19450	907.209322853898	-1.92127363684208	0.367459435502939	-5.22853259765245	1.7086071176458e-07	1.4925812302028e-06
gene-J2S48_RS21365	332.131959879169	-2.08073102863552	0.39875292094462	-5.21809601721888	1.80771751813741e-07	1.57523245423765e-06
gene-J2S48_RS01250	670.0989244386	-1.54445313375692	0.296690827135054	-5.20559785643081	1.93373010849362e-07	1.6777271054782e-06
gene-J2S48_RS07920	520.409979543432	1.95255956197027	0.37509665276096	5.20548383356168	1.9349179292412e-07	1.6777271054782e-06
gene-J2S48_RS11110	317.688435948121	-2.15955534165484	0.415081408135227	-5.20272722249051	1.96385019503314e-07	1.69847617914617e-06
gene-J2S48_RS20910	700.091165826358	1.57525625483609	0.302800918300062	5.20228361155458	1.96854504348657e-07	1.69847617914617e-06
rna-J2S48_RS15090	192.720612866341	-2.60013225162393	0.500578600879604	-5.19425370372413	2.05542685790466e-07	1.76770440967313e-06
gene-J2S48_RS21730	148.403226006325	-2.60956018934154	0.502423825753763	-5.1939419581198	2.05887353453222e-07	1.76770440967313e-06
gene-J2S48_RS25965	167.683759161544	2.77226361520842	0.534391595025422	5.18770063192431	2.12906496574116e-07	1.82349989608589e-06
gene-J2S48_RS18690	7128.7816477629	1.33804874804733	0.257960060427856	5.18703843466321	2.13664647010072e-07	1.82552989872264e-06
gene-J2S48_RS08125	728.797272126675	1.95322478049139	0.376745043822892	5.18447372438322	2.16625681699292e-07	1.84632545740297e-06
gene-J2S48_RS16785	1968.00606828293	1.43572520319467	0.27741040769318	5.175455438509	2.27355691698629e-07	1.9330752136415e-06
MSTRG.750.1	702.740456811799	-3.21703242589107	0.622760723792958	-5.16575998289931	2.39463919847774e-07	2.0310947003069e-06
